TankMatt           ,1642 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0
TapL               ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,2476 ,2051 ,2953 ,2776 ,2827 ,   0
Technoblade        ,   0 ,3669 ,2753 ,4307 ,2707 ,2783 ,3174 ,2905 ,3519 ,3478 ,3112 ,   0 ,   0
The_Eret           ,1810 ,1805 ,1604 ,   0 ,1825 ,1518 ,2516 ,1559 ,1529 ,2024 ,   0 ,   0 ,1998
TommyInnit         ,   0 ,3685 ,2530 ,3010 ,2257 ,2314 ,1997 ,2086 ,2751 ,1474 ,2879 ,2225 ,2338
ToxxxicSupport     ,   0 , 856 , 824 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0
Tubbo_             ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,2351 ,1578 ,1803 ,2359 ,2688
VapeKit            ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,1471 ,   0 ,   0 ,   0
Vikkstar123        ,2825 ,3643 ,3123 ,3014 ,2660 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0
Vixella            , 626 , 752 , 745 , 957 , 897 ,   0 , 909 ,   0 ,   0 , 955 ,   0 ,   0 , 564
VoiceoverPete      ,   0 ,   0 ,1160 ,   0 , 857 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0
Wahzdah            ,1599 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0
WilburSoot         ,1657 ,2447 ,1770 ,2129 ,2021 ,2139 ,2290 ,2283 ,1978 ,1916 ,2178 ,2211 ,1967
Wisp               ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,1937 ,2048
Wolv21             ,1643 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0
yammy_xox          ,1484 ,   0 ,   0 ,1582 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0
Yeetdaisie         ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 , 819 ,   0 ,   0 ,   0
